time=6.33782222,thread=0,resp_time=20.812679022727274,throughput=14.665115791564734,queue_time=0.875357159090909,queue_size=0,calculating=0.05221586363636364,waiting=19.60905120454545,mainthread=0.2760547954545455,gets=44,sets=0
time=6.340595436,thread=1,resp_time=41.67579378571428,throughput=9.332346412813921,queue_time=0.9669335714285715,queue_size=0,calculating=0.042337464285714284,waiting=40.62171021428571,mainthread=0.044812535714285714,gets=28,sets=0
time=6.34069564,thread=2,resp_time=36.601620958333335,throughput=7.999154068126218,queue_time=0.469365625,queue_size=0,calculating=0.158931625,waiting=35.907196,mainthread=0.06612770833333333,gets=24,sets=0
time=6.340789944,thread=3,resp_time=36.642284137931036,throughput=9.665644498985847,queue_time=0.4955656206896552,queue_size=0,calculating=0.041236206896551726,waiting=36.02435472413793,mainthread=0.08112758620689656,gets=29,sets=0
time=6.340892249,thread=4,resp_time=24.749737,throughput=11.998731102189328,queue_time=0.513527,queue_size=0,calculating=0.0601305,waiting=24.131730416666667,mainthread=0.04434908333333334,gets=36,sets=0
time=6.340986153,thread=5,resp_time=34.388171533333335,throughput=9.998942585157772,queue_time=0.6298765,queue_size=0,calculating=0.0423652,waiting=33.53567556666667,mainthread=0.18025426666666666,gets=30,sets=0
time=6.341089257,thread=6,resp_time=21.309182825,throughput=13.331923446877031,queue_time=1.0005869,queue_size=0,calculating=0.06877552499999999,waiting=20.005990475,mainthread=0.233829925,gets=40,sets=0
time=6.341186761,thread=7,resp_time=24.74681607894737,throughput=12.66532727453318,queue_time=0.6711388421052632,queue_size=0,calculating=0.042388605263157894,waiting=23.99376860526316,mainthread=0.03952002631578947,gets=38,sets=0
time=6.341285365,thread=8,resp_time=34.9945869,throughput=9.998942585157772,queue_time=0.49027713333333334,queue_size=0,calculating=0.0360983,waiting=34.41799593333333,mainthread=0.05021553333333333,gets=30,sets=0
time=6.341380269,thread=9,resp_time=35.47009346666667,throughput=9.998942585157772,queue_time=0.5073745666666667,queue_size=0,calculating=0.04308856666666667,waiting=34.86749476666667,mainthread=0.05213556666666667,gets=30,sets=0
time=6.341485774,thread=10,resp_time=28.691358277777777,throughput=11.998731102189328,queue_time=0.8468689444444445,queue_size=0,calculating=0.16789877777777779,waiting=27.633333194444443,mainthread=0.04325736111111111,gets=36,sets=0
time=6.341589778,thread=11,resp_time=20.99651172972973,throughput=12.332029188361254,queue_time=0.7343822162162162,queue_size=0,calculating=0.04807221621621621,waiting=20.135948567567567,mainthread=0.07810872972972974,gets=37,sets=0
