time=6.328635613,thread=0,resp_time=6.8927243283582085,throughput=22.33119711612974,queue_time=0.5388567313432836,queue_size=0,calculating=0.03961020895522388,waiting=6.203091179104478,mainthread=0.11116620895522387,gets=67,sets=0
time=6.331562009,thread=1,resp_time=6.908185983870967,throughput=20.664689868657373,queue_time=0.37231387096774193,queue_size=0,calculating=0.04312401612903226,waiting=6.421550532258064,mainthread=0.07119756451612903,gets=62,sets=0
time=6.331732815,thread=2,resp_time=7.704107136363636,throughput=21.997895666635266,queue_time=0.42962036363636363,queue_size=0,calculating=0.046769651515151514,waiting=7.178080757575758,mainthread=0.04963636363636364,gets=66,sets=0
time=6.331855619,thread=3,resp_time=7.4022759365079365,throughput=20.997991318151843,queue_time=0.5443576666666666,queue_size=0,calculating=0.03811071428571428,waiting=6.772674158730158,mainthread=0.04713339682539683,gets=63,sets=0
time=6.332002624,thread=4,resp_time=7.172390267857143,throughput=18.664881171690528,queue_time=0.27774132142857144,queue_size=0,calculating=0.03927983928571428,waiting=6.802304785714285,mainthread=0.053064321428571426,gets=56,sets=0
time=6.332119627,thread=5,resp_time=6.81302145,throughput=19.998086969668424,queue_time=0.5719456166666667,queue_size=0,calculating=0.05627346666666667,waiting=6.13835915,mainthread=0.04644321666666667,gets=60,sets=0
time=6.332242932,thread=6,resp_time=6.060902869565218,throughput=22.99780001511869,queue_time=0.36205534782608695,queue_size=0,calculating=0.05375685507246377,waiting=5.579021753623189,mainthread=0.06606891304347826,gets=69,sets=0
time=6.332362535,thread=7,resp_time=7.555725507936509,throughput=20.997991318151843,queue_time=0.5027499365079365,queue_size=0,calculating=0.05553190476190476,waiting=6.944616412698412,mainthread=0.052827253968253975,gets=63,sets=0
time=6.33250484,thread=8,resp_time=6.826160183333333,throughput=19.998086969668424,queue_time=0.40101488333333335,queue_size=0,calculating=0.03711618333333334,waiting=6.24203595,mainthread=0.14599316666666665,gets=60,sets=0
time=6.332631244,thread=9,resp_time=7.343243833333333,throughput=21.997895666635266,queue_time=0.47024269696969695,queue_size=0,calculating=0.0812254696969697,waiting=6.739272333333333,mainthread=0.05250333333333333,gets=66,sets=0
time=6.332754048,thread=10,resp_time=6.57124803125,throughput=21.331292767646318,queue_time=0.487019203125,queue_size=0,calculating=0.0428701875,waiting=5.9793331875,mainthread=0.062025453125,gets=64,sets=0
