Id,SalePrice
1461,138285.322312
1462,178441.445049
1463,199412.947339
1464,210128.960976
1465,213784.672091
1466,172360.141464
1467,180755.018015
1468,169358.318093
1469,193694.371193
1470,122591.484935
1471,176968.092002
1472,104808.162118
1473,102338.470809
1474,154862.573694
1475,107489.777278
1476,386547.49633
1477,263613.10517
1478,339319.132672
1479,322438.858046
1480,479860.473208
1481,298910.321039
1482,201930.896145
1483,174517.72475
1484,152026.158139
1485,192242.3805
1486,203564.621157
1487,350919.587378
1488,233358.32624
1489,213867.622775
1490,266709.583191
1491,195319.95044
1492,102853.008898
1493,192374.578961
1494,327269.653189
1495,301414.919765
1496,239358.995742
1497,177929.929406
1498,165994.190742
1499,162043.486609
1500,157878.430974
1501,196974.825902
1502,141441.560284
1503,344139.806898
1504,249554.935169
1505,237375.151132
1506,195534.813241
1507,247813.650842
1508,197666.6086
1509,156419.779504
1510,165043.134612
1511,166579.426538
1512,203848.610132
1513,168286.264796
1514,197261.586011
1515,233315.681632
1516,178840.237915
1517,186095.293054
1518,135475.578359
1519,247215.524252
1520,140375.388905
1521,154567.980603
1522,210458.758308
1523,124924.077805
1524,138158.104523
1525,123690.962975
1526,100941.729244
1527,108812.920495
1528,154569.750443
1529,161952.055303
1530,222705.579485
1531,132703.566867
1532,113680.622656
1533,138740.212932
1534,114656.423729
1535,170712.881917
1536,108785.086143
1537,59246.9985732
1538,151849.682784
1539,230962.565625
1540,100082.993523
1541,142854.142911
1542,170837.342266
1543,193583.960299
1544,89985.875783
1545,121229.331911
1546,144951.431506
1547,152970.074808
1548,150123.578679
1549,123289.893246
1550,151041.430499
1551,125726.44427
1552,143540.873634
1553,161025.788288
1554,113582.916514
1555,184172.039032
1556,56933.1934614
1557,170939.813151
1558,112066.096456
1559,69651.4096066
1560,107164.847645
1561,147208.436098
1562,117566.623507
1563,127871.920849
1564,161564.649258
1565,160492.751148
1566,226661.383864
1567,79477.9507494
1568,222347.25314
1569,132564.333543
1570,143181.868621
1571,87959.7919884
1572,134879.936044
1573,253245.568476
1574,117026.005099
1575,254726.822323
1576,246547.626075
1577,190091.424699
1578,167148.273448
1579,115946.234407
1580,206677.487179
1581,152056.523272
1582,119100.81514
1583,294942.317713
1584,232383.808999
1585,125616.59661
1586,81621.1756598
1587,104619.93931
1588,145466.886564
1589,105305.059925
1590,116132.229209
1591,91687.4013319
1592,143330.318089
1593,131229.510708
1594,143919.45538
1595,134262.484721
1596,251228.05103
1597,216565.909794
1598,222015.954503
1599,186051.015455
1600,165246.964572
1601,67465.1688313
1602,118968.275149
1603,30209.899621
1604,272018.902992
1605,234246.387719
1606,158027.472812
1607,172538.399264
1608,204556.415955
1609,199237.690283
1610,161108.950224
1611,133178.059977
1612,180347.889349
1613,172156.789947
1614,129849.463373
1615,98173.1424771
1616,75749.7602625
1617,87742.566023
1618,136421.100632
1619,137756.16286
1620,178711.182184
1621,128883.605644
1622,135318.900614
1623,243833.9611
1624,197426.488326
1625,134050.954456
1626,195483.035238
1627,196698.545832
1628,270012.853217
1629,190331.077377
1630,363253.96769
1631,230227.980183
1632,247750.352932
1633,183949.321946
1634,190937.999442
1635,181545.41374
1636,158184.13088
1637,202526.450824
1638,196764.560724
1639,196880.968339
1640,257280.063717
1641,195102.116636
1642,247767.796606
1643,233026.107522
1644,235831.561069
1645,233885.771264
1646,167910.625615
1647,152610.65998
1648,145840.769175
1649,148160.876784
1650,118043.845939
1651,121856.049265
1652,105998.557544
1653,103084.574838
1654,157446.051034
1655,138476.539136
1656,154976.381858
1657,167771.656645
1658,161585.245658
1659,130502.494243
1660,170383.4707
1661,462212.162249
1662,397933.334487
1663,376929.603045
1664,501312.8004
1665,340649.788194
1666,334575.355034
1667,376801.597141
1668,362052.278969
1669,314434.4726
1670,364761.263127
1671,280743.825694
1672,422559.433672
1673,306574.520122
1674,257849.560404
1675,198453.654898
1676,201448.351972
1677,231014.144037
1678,464845.670246
1679,379465.355229
1680,352896.113956
1681,293362.304265
1682,311281.136223
1683,204741.52645
1684,185379.160334
1685,164661.849119
1686,156426.746998
1687,155010.658495
1688,198919.172284
1689,182081.472549
1690,202779.410895
1691,192648.492884
1692,240782.383102
1693,167419.224929
1694,194676.09894
1695,181405.124521
1696,276037.187285
1697,187887.151259
1698,341138.524681
1699,336892.99424
1700,287337.44823
1701,296617.446894
1702,242250.446242
1703,258159.621359
1704,270857.517184
1705,248925.32279
1706,200252.812773
1707,228107.028891
1708,212128.237796
1709,245440.345552
1710,235671.996744
1711,281167.393291
1712,262599.906344
1713,293220.451903
1714,234087.918676
1715,218627.35397
1716,181548.539235
1717,175701.209469
1718,157512.056303
1719,207161.168691
1720,222084.463292
1721,157142.957996
1722,130397.832008
1723,162037.200891
1724,228677.803518
1725,255673.586504
1726,189653.85762
1727,154847.598303
1728,171502.986037
1729,189830.887867
1730,176146.685032
1731,112931.453304
1732,129103.867654
1733,130511.661339
1734,130673.144793
1735,104669.069122
1736,110759.77135
1737,282822.748904
1738,275361.066953
1739,252114.349336
1740,231945.258513
1741,204881.441356
1742,182828.675589
1743,172739.306175
1744,353169.665635
1745,212879.537321
1746,206537.777393
1747,229134.777195
1748,236378.955976
1749,145201.603956
1750,130380.8528
1751,249754.803099
1752,123922.26689
1753,170108.000333
1754,207116.576069
1755,166312.168115
1756,156081.730959
1757,129841.079404
1758,164529.412446
1759,178499.557347
1760,196535.818719
1761,177831.035683
1762,200738.952374
1763,176326.134922
1764,127366.168034
1765,222504.046372
1766,204789.874886
1767,255601.971523
1768,162425.369458
1769,180736.442436
1770,169155.522066
1771,143968.056532
1772,149427.320847
1773,121743.553174
1774,174645.334962
1775,155393.321787
1776,137019.068787
1777,115435.576047
1778,161564.25603
1779,148065.916451
1780,158175.831554
1781,143711.373754
1782,69085.2250309
1783,143688.56435
1784,89967.9727647
1785,138727.044196
1786,115382.408375
1787,152666.769767
1788,72012.3408159
1789,109602.006868
1790,62478.8402039
1791,217067.984094
1792,185591.331323
1793,162161.187004
1794,160275.142297
1795,139397.418163
1796,150871.377381
1797,129598.406869
1798,139838.363107
1799,106747.059074
1800,127963.735466
1801,148551.058194
1802,121827.960237
1803,170810.445793
1804,126441.277053
1805,158793.23999
1806,126979.689388
1807,125536.102195
1808,127009.880298
1809,130150.209874
1810,150567.55119
1811,147992.144618
1812,110535.59522
1813,159490.555648
1814,93458.8733158
1815,34544.9078393
1816,98074.9566521
1817,114592.352278
1818,151149.623242
1819,140029.404722
1820,31600.172205
1821,119083.583657
1822,144921.414652
1823,24474.996622
1824,141218.694583
1825,157519.290487
1826,97103.9492144
1827,106198.151487
1828,153070.745122
1829,122428.076627
1830,150351.01292
1831,168004.858332
1832,64409.380219
1833,146995.947378
1834,122120.836163
1835,136406.405956
1836,127410.283467
1837,76088.1656623
1838,123872.341503
1839,110019.820641
1840,145910.070827
1841,120226.947139
1842,72765.9179178
1843,154255.807208
1844,143825.006522
1845,146365.243662
1846,151836.21343
1847,162007.832286
1848,22199.1903795
1849,96940.473795
1850,108209.271178
1851,145016.504179
1852,118160.205743
1853,108125.047226
1854,176048.398645
1855,158213.618755
1856,221261.125024
1857,122201.359707
1858,146678.213493
1859,91539.2797454
1860,156681.690072
1861,100747.862077
1862,316611.614211
1863,314265.359102
1864,314291.232184
1865,356340.750433
1866,333051.700754
1867,203258.776437
1868,289257.642025
1869,201920.062549
1870,203857.736484
1871,251947.333397
1872,166065.709895
1873,226382.356948
1874,150985.831349
1875,184235.041771
1876,217250.159781
1877,220510.794525
1878,193198.570436
1879,132764.920575
1880,141690.655081
